INPUTDATE,"LINE_NO","TRAINDIAGRAMID"
20150225,"11","2014_10_30_16_58_33"
20150225,"12","2014_10_30_20_1_20"
20150225,"13","2014_12_31_18_53_07"
20150225,"16","2014_12_31_18_56_42"
20150226,"01","2014_10_30_11_38_24"
20150226,"02","2014_11_28_18_44_23"
20150226,"03/04","2015_2_17_14_30_13"
20150226,"05","2014_10_30_15_49_09"
20150226,"06","2014_10_30_15_53_39"
20150226,"07","2014_10_30_16_4_28"
20150226,"08","2014_10_30_16_13_21"
20150226,"09","2014_10_30_16_31_38"
20150226,"10","2015_2_3_9_26_23"
20150226,"11","2014_10_30_16_58_33"
20150226,"12","2014_10_30_20_1_20"
20150226,"13","2014_12_31_18_53_07"
20150226,"16","2014_12_31_18_56_42"
20150227,"03/04","2015_2_17_14_30_13"
20150227,"05","2014_10_30_15_49_09"
20150227,"06","2014_10_30_15_53_39"
20150227,"07","2014_10_30_16_4_28"
20150227,"08","2014_10_30_16_13_21"
20150227,"09","2014_10_30_16_31_38"
20150227,"10","2015_2_3_9_26_23"
20150227,"11","2014_10_30_16_58_33"
20150227,"12","2014_10_30_20_1_20"
20150227,"13","2014_12_31_18_53_07"
20150227,"16","2014_12_31_18_56_42"
20150227,"01","2014_10_30_11_38_24"
20150227,"02","2014_11_28_18_44_23"
20150328,"01","2014_10_30_11_40_25"
20150627,"03/04","2014_12_31_18_25_05"
20150627,"05","2014_10_30_15_51_10"
20150628,"03/04","2014_12_31_18_25_05"
20150628,"05","2014_10_30_15_51_10"
20150628,"06","2014_10_30_15_56_40"
20150628,"07","2014_10_30_16_7_31"
20150628,"08","2015_6_29_8_35_28"
20150628,"09","2014_10_30_16_34_39"
20150628,"10","2015_4_2_10_28_24"
20150628,"11","2014_10_30_17_3_36"
20150628,"12","2014_10_30_20_0_19"
20150628,"13","2014_12_31_18_54_08"
20150628,"16","2015_5_27_15_36_70"
20150412,"01","2014_10_30_11_40_25"
20150412,"02","2014_10_30_15_6_25"
20150412,"03/04","2014_12_31_18_25_05"
20150412,"05","2014_10_30_15_51_10"
20150412,"06","2014_10_30_15_56_40"
20150412,"07","2014_10_30_16_7_31"
20150412,"08","2014_10_30_16_16_22"
20150412,"09","2014_10_30_16_34_39"
20150412,"10","2015_4_2_10_28_24"
20150412,"11","2015_4_8_10_50_46"
20150412,"12","2014_10_30_20_0_19"
20150412,"13","2014_12_31_18_54_08"
20150412,"16","2015_4_8_10_55_56"
20150629,"01","2014_10_30_11_38_24"
20150629,"02","2014_11_28_18_44_23"
20150601,"03/04","2014_12_31_11_20_30"
20150601,"05","2014_10_30_15_49_09"
20150601,"06","2014_10_30_15_53_39"
20150601,"07","2014_10_30_16_4_28"
20150601,"08","2014_10_30_16_13_21"
20150601,"09","2014_10_30_16_31_38"
20150601,"10","2015_4_2_10_29_29"
20150601,"11","2015_4_2_10_31_39"
20150601,"12","2014_10_30_20_1_20"
20150601,"13","2014_12_31_18_53_07"
20150601,"16","2015_4_8_10_56_60"
20150602,"01","2014_10_30_11_38_24"
20150602,"02","2014_11_28_18_44_23"
20150602,"03/04","2014_12_31_11_20_30"
20150602,"05","2014_10_30_15_49_09"
20150602,"06","2014_10_30_15_53_39"
20150602,"07","2014_10_30_16_4_28"
20150602,"08","2014_10_30_16_13_21"
20150602,"09","2014_10_30_16_31_38"
20150602,"10","2015_4_2_10_29_29"
20150602,"11","2015_4_2_10_31_39"
20150602,"12","2014_10_30_20_1_20"
20150602,"13","2014_12_31_18_53_07"
20150602,"16","2015_4_8_10_56_60"
20150603,"01","2014_10_30_11_38_24"
20150603,"02","2014_11_28_18_44_23"
20150523,"03/04","2014_12_31_18_25_05"
20150523,"05","2014_10_30_15_51_10"
20150523,"06","2014_10_30_15_56_40"
20150523,"07","2014_10_30_16_7_31"
20150523,"08","2014_10_30_16_16_22"
20150523,"09","2014_10_30_16_34_39"
20150523,"10","2015_4_2_10_28_24"
20150523,"11","2014_10_30_17_3_36"
20150523,"12","2014_10_30_20_0_19"
20150523,"13","2014_12_31_18_54_08"
20150523,"16","2015_5_27_15_36_70"
20150524,"01","2014_10_30_11_40_25"
20150524,"02","2014_10_30_15_6_25"
20150523,"01","2014_10_30_11_40_25"
20150523,"02","2014_10_30_15_6_25"
20150524,"03/04","2014_12_31_18_25_05"
20150524,"05","2014_10_30_15_51_10"
20150524,"06","2014_10_30_15_56_40"
20150524,"07","2014_10_30_16_7_31"
20150524,"08","2014_10_30_16_16_22"
20150524,"09","2014_10_30_16_34_39"
20150524,"10","2015_4_2_10_28_24"
20150524,"11","2014_10_30_17_3_36"
20150524,"12","2014_10_30_20_0_19"
20150524,"13","2014_12_31_18_54_08"
20150524,"16","2015_5_27_15_36_70"
20150603,"03/04","2014_12_31_11_20_30"
20150603,"05","2014_10_30_15_49_09"
20150603,"06","2014_10_30_15_53_39"
20150603,"07","2014_10_30_16_4_28"
20150603,"08","2014_10_30_16_13_21"
20150603,"09","2014_10_30_16_31_38"
20150603,"10","2015_4_2_10_29_29"
20150603,"11","2015_4_2_10_31_39"
20150603,"12","2014_10_30_20_1_20"
20150603,"13","2014_12_31_18_53_07"
20150603,"16","2015_4_8_10_56_60"
20150604,"01","2014_10_30_11_38_24"
20150604,"02","2014_11_28_18_44_23"
20150604,"03/04","2014_12_31_11_20_30"
20150604,"05","2014_10_30_15_49_09"
20150604,"06","2014_10_30_15_53_39"
20150604,"07","2014_10_30_16_4_28"
20150604,"08","2014_10_30_16_13_21"
20150604,"09","2014_10_30_16_31_38"
20150604,"10","2015_4_2_10_29_29"
20150604,"11","2015_4_2_10_31_39"
20150604,"12","2014_10_30_20_1_20"
20150604,"13","2014_12_31_18_53_07"
20150604,"16","2015_4_8_10_56_60"
20150626,"01","2014_10_30_11_43_26"
20150626,"02","2014_10_30_15_9_26"
20150626,"03/04","2014_12_31_11_20_30"
20150626,"05","2014_10_30_15_49_09"
20150626,"06","2014_10_30_15_53_39"
20150626,"07","2014_10_30_16_4_28"
20150626,"08","2015_6_29_8_33_27"
20150626,"09","2014_10_30_16_31_38"
20150626,"10","2015_4_2_10_29_29"
20150626,"11","2015_4_2_10_31_39"
20150626,"12","2014_10_30_20_1_20"
20150626,"13","2014_12_31_18_53_07"
20150626,"16","2015_4_8_10_56_60"
20150627,"01","2014_10_30_11_40_25"
20150627,"02","2014_10_30_15_6_25"
20150627,"06","2014_10_30_15_56_40"
20150627,"07","2014_10_30_16_7_31"
20150627,"08","2015_6_29_8_35_28"
20150627,"09","2014_10_30_16_34_39"
20150627,"10","2015_4_2_10_28_24"
20150627,"11","2014_10_30_17_3_36"
20150627,"12","2014_10_30_20_0_19"
20150627,"13","2014_12_31_18_54_08"
20150627,"16","2015_5_27_15_36_70"
20150628,"01","2014_10_30_11_40_25"
20150628,"02","2014_10_30_15_6_25"
20150629,"03/04","2014_12_31_11_20_30"
20150629,"05","2014_10_30_15_49_09"
20150629,"06","2014_10_30_15_53_39"
20150629,"07","2014_10_30_16_4_28"
20150629,"08","2015_6_29_8_33_27"
20150629,"09","2014_10_30_16_31_38"
20150629,"10","2015_4_2_10_29_29"
20150629,"11","2015_4_2_10_31_39"
20150629,"12","2014_10_30_20_1_20"
20150629,"13","2014_12_31_18_53_07"
20150629,"16","2015_4_8_10_56_60"
20150630,"01","2014_10_30_11_38_24"
20150630,"02","2014_11_28_18_44_23"
20150630,"03/04","2014_12_31_11_20_30"
20150623,"01","2014_10_30_11_38_24"
20150623,"02","2014_11_28_18_44_23"
20150623,"03/04","2014_12_31_11_20_30"
20150623,"05","2014_10_30_15_49_09"
20150623,"06","2014_10_30_15_53_39"
20150623,"07","2014_10_30_16_4_28"
20150623,"08","2014_10_30_16_13_21"
20150623,"09","2014_10_30_16_31_38"
20150623,"10","2015_4_2_10_29_29"
20150623,"11","2015_4_2_10_31_39"
20150623,"12","2014_10_30_20_1_20"
20150623,"13","2014_12_31_18_53_07"
20150623,"16","2015_4_8_10_56_60"
20150624,"01","2014_10_30_11_38_24"
20150624,"02","2014_11_28_18_44_23"
20150624,"03/04","2014_12_31_11_20_30"
20150624,"05","2014_10_30_15_49_09"
20150624,"06","2014_10_30_15_53_39"
20150624,"07","2014_10_30_16_4_28"
20150624,"08","2014_10_30_16_13_21"
20150624,"09","2014_10_30_16_31_38"
20150624,"10","2015_4_2_10_29_29"
20150624,"11","2015_4_2_10_31_39"
20150624,"12","2014_10_30_20_1_20"
20150624,"13","2014_12_31_18_53_07"
20150624,"16","2015_4_8_10_56_60"
20150625,"01","2014_10_30_11_38_24"
20150625,"02","2014_11_28_18_44_23"
20150625,"03/04","2014_12_31_11_20_30"
20150625,"05","2014_10_30_15_49_09"
20150625,"06","2014_10_30_15_53_39"
20150625,"07","2014_10_30_16_4_28"
20150625,"08","2014_10_30_16_13_21"
20150625,"09","2014_10_30_16_31_38"
20150625,"10","2015_4_2_10_29_29"
20150601,"01","2014_10_30_11_38_24"
20150601,"02","2014_11_28_18_44_23"
20150630,"05","2014_10_30_15_49_09"
20150630,"06","2014_10_30_15_53_39"
20150630,"07","2014_10_30_16_4_28"
20150630,"08","2015_6_29_8_33_27"
20150630,"09","2014_10_30_16_31_38"
20150630,"10","2015_4_2_10_29_29"
20150630,"11","2015_4_2_10_31_39"
20150630,"12","2014_10_30_20_1_20"
20150630,"13","2014_12_31_18_53_07"
20150630,"16","2015_4_8_10_56_60"
20150701,"02","2014_11_28_18_44_23"
20150701,"03/04","2014_12_31_11_20_30"
20150625,"11","2015_4_2_10_31_39"
20150701,"05","2014_10_30_15_49_09"
20150701,"06","2014_10_30_15_53_39"
20150701,"07","2014_10_30_16_4_28"
20150701,"08","2015_6_29_8_33_27"
20150701,"09","2014_10_30_16_31_38"
20150702,"02","2014_11_28_18_44_23"
20150702,"03/04","2014_12_31_11_20_30"
20150702,"05","2014_10_30_15_49_09"
20150702,"06","2014_10_30_15_53_39"
20150702,"07","2014_10_30_16_4_28"
20150702,"08","2015_6_29_8_33_27"
20150702,"09","2014_10_30_16_31_38"
20150702,"10","2015_4_2_10_29_29"
20150702,"11","2015_4_2_10_31_39"
20150702,"12","2014_10_30_20_1_20"
20150702,"13","2014_12_31_18_53_07"
20150702,"16","2015_4_8_10_56_60"
20150804,"01","2014_10_30_11_38_24"
20150804,"02","2014_11_28_18_44_23"
20150804,"03/04","2015_7_16_12_27_51"
20150804,"05","2014_10_30_15_49_09"
20150804,"06","2015_7_16_12_33_45"
20150804,"07","2014_10_30_16_4_28"
20150804,"08","2015_6_29_8_33_27"
20150804,"09","2014_10_30_16_31_38"
20150804,"10","2015_4_2_10_29_29"
20150804,"11","2015_4_2_10_31_39"
20150804,"12","2014_10_30_20_1_20"
20150804,"13","2014_12_31_18_53_07"
20150804,"16","2015_4_8_10_56_60"
20150805,"01","2014_10_30_11_38_24"
20150701,"01","2014_10_30_11_38_24"
20150701,"10","2015_4_2_10_29_29"
20150701,"11","2015_4_2_10_31_39"
20150701,"12","2014_10_30_20_1_20"
20150701,"13","2014_12_31_18_53_07"
20150701,"16","2015_4_8_10_56_60"
20150702,"01","2014_10_30_11_38_24"
20150805,"02","2014_11_28_18_44_23"
20150805,"03/04","2015_7_16_12_27_51"
20150805,"05","2014_10_30_15_49_09"
20150805,"06","2015_7_16_12_33_45"
20150805,"07","2014_10_30_16_4_28"
20150805,"08","2015_6_29_8_33_27"
20150805,"09","2014_10_30_16_31_38"
20150805,"10","2015_4_2_10_29_29"
20150805,"11","2015_4_2_10_31_39"
20150805,"12","2014_10_30_20_1_20"
20150805,"13","2014_12_31_18_53_07"
20150805,"16","2015_4_8_10_56_60"
20150806,"01","2014_10_30_11_38_24"
20150806,"02","2014_11_28_18_44_23"
20150806,"03/04","2015_7_16_12_27_51"
20150806,"05","2014_10_30_15_49_09"
20150806,"06","2015_7_16_12_33_45"
20150806,"07","2014_10_30_16_4_28"
20150806,"08","2015_6_29_8_33_27"
20150806,"09","2014_10_30_16_31_38"
20150806,"10","2015_4_2_10_29_29"
20150806,"11","2015_4_2_10_31_39"
20150806,"12","2014_10_30_20_1_20"
20150806,"13","2014_12_31_18_53_07"
20150806,"16","2015_4_8_10_56_60"
20150706,"01","2014_10_30_11_38_24"
20150706,"02","2014_11_28_18_44_23"
20150706,"03/04","2014_12_31_11_20_30"
20150706,"05","2014_10_30_15_49_09"
20150706,"06","2014_10_30_15_53_39"
20150706,"07","2014_10_30_16_4_28"
20150706,"08","2015_6_29_8_33_27"
20150706,"09","2014_10_30_16_31_38"
20150706,"10","2015_4_2_10_29_29"
20150706,"11","2015_4_2_10_31_39"
20150706,"12","2014_10_30_20_1_20"
20150706,"13","2014_12_31_18_53_07"
20150706,"16","2015_4_8_10_56_60"
20150707,"01","2014_10_30_11_38_24"
20150707,"02","2014_11_28_18_44_23"
20150707,"03/04","2014_12_31_11_20_30"
20150707,"05","2014_10_30_15_49_09"
20150707,"06","2014_10_30_15_53_39"
20150707,"07","2014_10_30_16_4_28"
20150707,"08","2015_6_29_8_33_27"
20150707,"09","2014_10_30_16_31_38"
20150707,"10","2015_4_2_10_29_29"
20150707,"11","2015_4_2_10_31_39"
20150707,"12","2014_10_30_20_1_20"
20150707,"13","2014_12_31_18_53_07"
20150707,"16","2015_4_8_10_56_60"
20150708,"01","2014_10_30_11_38_24"
20150708,"02","2014_11_28_18_44_23"
20150708,"03/04","2014_12_31_11_20_30"
20150708,"05","2014_10_30_15_49_09"
20150708,"06","2014_10_30_15_53_39"
20150708,"07","2014_10_30_16_4_28"
20150708,"08","2015_6_29_8_33_27"
20150708,"09","2014_10_30_16_31_38"
20150708,"10","2015_4_2_10_29_29"
20150708,"11","2015_4_2_10_31_39"
20150708,"12","2014_10_30_20_1_20"
20150708,"13","2014_12_31_18_53_07"
20150708,"16","2015_4_8_10_56_60"
20150709,"01","2014_10_30_11_38_24"
20150709,"02","2014_11_28_18_44_23"
20150709,"03/04","2014_12_31_11_20_30"
20150709,"05","2014_10_30_15_49_09"
20150709,"06","2014_10_30_15_53_39"
20150709,"07","2014_10_30_16_4_28"
20150709,"08","2015_6_29_8_33_27"
20150709,"09","2014_10_30_16_31_38"
20150709,"10","2015_4_2_10_29_29"
20150709,"11","2015_4_2_10_31_39"
20150709,"12","2014_10_30_20_1_20"
20150709,"13","2014_12_31_18_53_07"
20150709,"16","2015_4_8_10_56_60"
20150807,"01","2014_10_30_11_38_24"
20150807,"02","2014_11_28_18_44_23"
20150807,"03/04","2015_7_16_12_27_51"
20150807,"05","2014_10_30_15_49_09"
20150807,"06","2015_7_16_12_33_45"
20150807,"07","2014_10_30_16_4_28"
20150807,"08","2015_6_29_8_33_27"
20150807,"09","2014_10_30_16_31_38"
20150807,"10","2015_4_2_10_29_29"
20150807,"11","2015_4_2_10_31_39"
20150807,"12","2014_10_30_20_1_20"
20150807,"13","2014_12_31_18_53_07"
20150807,"16","2015_4_8_10_56_60"
20150808,"01","2014_10_30_11_38_24"
20150808,"02","2014_11_28_18_44_23"
20150808,"03/04","2015_7_16_12_27_51"
20150808,"05","2014_10_30_15_49_09"
20150808,"06","2015_7_16_12_33_45"
20150808,"07","2014_10_30_16_4_28"
20150808,"08","2015_6_29_8_33_27"
20150808,"09","2014_10_30_16_31_38"
20150808,"10","2015_4_2_10_29_29"
20150808,"11","2015_4_2_10_31_39"
20150808,"12","2014_10_30_20_1_20"
20150808,"13","2014_12_31_18_53_07"
20150808,"16","2015_4_8_10_56_60"
20150809,"01","2014_10_30_11_38_24"
20150809,"02","2014_11_28_18_44_23"
20150809,"03/04","2015_7_16_12_27_51"
20150809,"05","2014_10_30_15_49_09"
20150809,"06","2015_7_16_12_33_45"
20150809,"07","2014_10_30_16_4_28"
20150809,"08","2015_6_29_8_33_27"
20150809,"09","2014_10_30_16_31_38"
20150809,"10","2015_4_2_10_29_29"
20150809,"11","2015_4_2_10_31_39"
20150809,"12","2014_10_30_20_1_20"
20150809,"13","2014_12_31_18_53_07"
20150809,"16","2015_4_8_10_56_60"
20150713,"01","2014_10_30_11_38_24"
20150713,"02","2014_11_28_18_44_23"
20150713,"03/04","2014_12_31_11_20_30"
20150713,"05","2014_10_30_15_49_09"
20150713,"06","2014_10_30_15_53_39"
20150713,"07","2014_10_30_16_4_28"
20150713,"08","2015_6_29_8_33_27"
20150713,"09","2014_10_30_16_31_38"
20150713,"10","2015_4_2_10_29_29"
20150713,"11","2015_4_2_10_31_39"
20150713,"12","2014_10_30_20_1_20"
20150713,"13","2014_12_31_18_53_07"
20150713,"16","2015_4_8_10_56_60"
20150714,"01","2014_10_30_11_38_24"
20150714,"02","2014_11_28_18_44_23"
20150714,"03/04","2014_12_31_11_20_30"
20150714,"05","2014_10_30_15_49_09"
20150714,"06","2014_10_30_15_53_39"
20150714,"07","2014_10_30_16_4_28"
20150714,"08","2015_6_29_8_33_27"
20150714,"09","2014_10_30_16_31_38"
20150714,"10","2015_4_2_10_29_29"
20150714,"11","2015_4_2_10_31_39"
20150714,"12","2014_10_30_20_1_20"
20150714,"13","2014_12_31_18_53_07"
20150714,"16","2015_4_8_10_56_60"
20150715,"01","2014_10_30_11_38_24"
20150715,"02","2014_11_28_18_44_23"
20150715,"03/04","2014_12_31_11_20_30"
20150715,"05","2014_10_30_15_49_09"
20150715,"06","2014_10_30_15_53_39"
20150715,"07","2014_10_30_16_4_28"
20150715,"08","2015_6_29_8_33_27"
20150715,"09","2014_10_30_16_31_38"
20150715,"10","2015_4_2_10_29_29"
20150715,"11","2015_4_2_10_31_39"
20150715,"12","2014_10_30_20_1_20"
20150715,"13","2014_12_31_18_53_07"
20150715,"16","2015_4_8_10_56_60"
20150716,"01","2014_10_30_11_38_24"
20150716,"02","2014_11_28_18_44_23"
20150716,"03/04","2014_12_31_11_20_30"
20150716,"05","2014_10_30_15_49_09"
20150716,"06","2014_10_30_15_53_39"
20150716,"07","2014_10_30_16_4_28"
20150716,"08","2015_6_29_8_33_27"
20150716,"09","2014_10_30_16_31_38"
20150716,"10","2015_4_2_10_29_29"
20150716,"11","2015_4_2_10_31_39"
20150716,"12","2014_10_30_20_1_20"
20150716,"13","2014_12_31_18_53_07"
20150716,"16","2015_4_8_10_56_60"
20150810,"01","2014_10_30_11_38_24"
20150810,"02","2014_11_28_18_44_23"
20150810,"03/04","2015_7_16_12_27_51"
20150810,"05","2014_10_30_15_49_09"
20150810,"06","2015_7_16_12_33_45"
20150810,"07","2014_10_30_16_4_28"
20150810,"08","2015_6_29_8_33_27"
20150810,"09","2014_10_30_16_31_38"
20150608,"03/04","2014_12_31_11_20_30"
20150608,"05","2014_10_30_15_49_09"
20150608,"06","2014_10_30_15_53_39"
20150608,"07","2014_10_30_16_4_28"
20150608,"08","2014_10_30_16_13_21"
20150608,"09","2014_10_30_16_31_38"
20150608,"10","2015_4_2_10_29_29"
20150608,"11","2015_4_2_10_31_39"
20150608,"12","2014_10_30_20_1_20"
20150608,"13","2014_12_31_18_53_07"
20150608,"16","2015_4_8_10_56_60"
20150609,"01","2014_10_30_11_38_24"
20150609,"02","2014_11_28_18_44_23"
20150608,"01","2014_10_30_11_38_24"
20150608,"02","2014_11_28_18_44_23"
20150609,"03/04","2014_12_31_11_20_30"
20150609,"05","2014_10_30_15_49_09"
20150609,"06","2014_10_30_15_53_39"
20150609,"07","2014_10_30_16_4_28"
20150609,"08","2014_10_30_16_13_21"
20150609,"09","2014_10_30_16_31_38"
20150609,"10","2015_4_2_10_29_29"
20150609,"11","2015_4_2_10_31_39"
20150609,"12","2014_10_30_20_1_20"
20150609,"13","2014_12_31_18_53_07"
20150609,"16","2015_4_8_10_56_60"
20150612,"01","2014_10_30_11_43_26"
20150612,"02","2014_10_30_15_9_26"
20150610,"01","2014_10_30_11_38_24"
20150610,"02","2014_11_28_18_44_23"
20150610,"03/04","2014_12_31_11_20_30"
20150610,"05","2014_10_30_15_49_09"
20150610,"06","2014_10_30_15_53_39"
20150610,"07","2014_10_30_16_4_28"
20150610,"08","2014_10_30_16_13_21"
20150610,"09","2014_10_30_16_31_38"
20150610,"10","2015_4_2_10_29_29"
20150610,"11","2015_4_2_10_31_39"
20150610,"12","2014_10_30_20_1_20"
20150610,"13","2014_12_31_18_53_07"
20150610,"16","2015_4_8_10_56_60"
20150611,"01","2014_10_30_11_38_24"
20150611,"02","2014_11_28_18_44_23"
20150611,"03/04","2014_12_31_11_20_30"
20150611,"05","2014_10_30_15_49_09"
20150611,"06","2014_10_30_15_53_39"
20150611,"07","2014_10_30_16_4_28"
20150611,"08","2014_10_30_16_13_21"
20150611,"09","2014_10_30_16_31_38"
20150611,"10","2015_4_2_10_29_29"
20150611,"11","2015_4_2_10_31_39"
20150611,"12","2014_10_30_20_1_20"
20150611,"13","2014_12_31_18_53_07"
20150611,"16","2015_4_8_10_56_60"
20150612,"03/04","2014_12_31_11_20_30"
20150612,"05","2014_10_30_15_49_09"
20150612,"06","2014_10_30_15_53_39"
20150612,"07","2014_10_30_16_4_28"
20150612,"08","2014_10_30_16_13_21"
20150625,"12","2014_10_30_20_1_20"
20150625,"13","2014_12_31_18_53_07"
20150625,"16","2015_4_8_10_56_60"
20150605,"01","2014_10_30_11_43_26"
20150605,"02","2014_10_30_15_9_26"
20150605,"03/04","2014_12_31_11_20_30"
20150605,"05","2014_10_30_15_49_09"
20150605,"06","2014_10_30_15_53_39"
20150605,"07","2014_10_30_16_4_28"
20150605,"08","2014_10_30_16_13_21"
20150605,"09","2014_10_30_16_31_38"
20150605,"10","2015_4_2_10_29_29"
20150605,"11","2015_4_2_10_31_39"
20150605,"12","2014_10_30_20_1_20"
20150605,"13","2014_12_31_18_53_07"
20150605,"16","2015_4_8_10_56_60"
20150810,"10","2015_4_2_10_29_29"
20150810,"11","2015_4_2_10_31_39"
20150810,"12","2014_10_30_20_1_20"
20150810,"13","2014_12_31_18_53_07"
20150810,"16","2015_4_8_10_56_60"
20150811,"01","2014_10_30_11_38_24"
20150811,"02","2014_11_28_18_44_23"
20150811,"03/04","2015_7_16_12_27_51"
20150612,"09","2014_10_30_16_31_38"
20150612,"10","2015_4_2_10_29_29"
20150612,"11","2015_4_2_10_31_39"
20150612,"12","2014_10_30_20_1_20"
20150612,"13","2014_12_31_18_53_07"
20150612,"16","2015_4_8_10_56_60"
20150811,"05","2014_10_30_15_49_09"
20150811,"06","2015_7_16_12_33_45"
20150811,"07","2014_10_30_16_4_28"
20150811,"08","2015_6_29_8_33_27"
20150811,"09","2014_10_30_16_31_38"
20150811,"10","2015_4_2_10_29_29"
20150811,"11","2015_4_2_10_31_39"
20150811,"12","2014_10_30_20_1_20"
20150811,"13","2014_12_31_18_53_07"
20150811,"16","2015_4_8_10_56_60"
20150812,"01","2014_10_30_11_38_24"
20150812,"02","2014_11_28_18_44_23"
20150812,"03/04","2015_7_16_12_27_51"
20150812,"05","2014_10_30_15_49_09"
20150812,"06","2015_7_16_12_33_45"
20150812,"07","2014_10_30_16_4_28"
20150812,"08","2015_6_29_8_33_27"
20150812,"09","2014_10_30_16_31_38"
20150812,"10","2015_4_2_10_29_29"
20150812,"11","2015_4_2_10_31_39"
20150812,"12","2014_10_30_20_1_20"
20150812,"13","2014_12_31_18_53_07"
20150812,"16","2015_4_8_10_56_60"
20150720,"01","2014_10_30_11_38_24"
20150720,"02","2014_11_28_18_44_23"
20150720,"03/04","2014_12_31_11_20_30"
20150720,"05","2014_10_30_15_49_09"
20150720,"06","2014_10_30_15_53_39"
20150720,"07","2014_10_30_16_4_28"
20150720,"08","2015_6_29_8_33_27"
20150720,"09","2014_10_30_16_31_38"
20150720,"10","2015_4_2_10_29_29"
20150720,"11","2015_4_2_10_31_39"
20150720,"12","2014_10_30_20_1_20"
20150720,"13","2014_12_31_18_53_07"
20150720,"16","2015_4_8_10_56_60"
20150721,"01","2014_10_30_11_38_24"
20150721,"02","2014_11_28_18_44_23"
20150721,"03/04","2014_12_31_11_20_30"
20150721,"05","2014_10_30_15_49_09"
20150721,"06","2014_10_30_15_53_39"
20150721,"07","2014_10_30_16_4_28"
20150721,"08","2015_6_29_8_33_27"
20150721,"09","2014_10_30_16_31_38"
20150721,"10","2015_4_2_10_29_29"
20150721,"11","2015_4_2_10_31_39"
20150721,"12","2014_10_30_20_1_20"
20150721,"13","2014_12_31_18_53_07"
20150721,"16","2015_4_8_10_56_60"
20150722,"01","2014_10_30_11_38_24"
20150722,"02","2014_11_28_18_44_23"
20150722,"03/04","2014_12_31_11_20_30"
20150722,"05","2014_10_30_15_49_09"
20150722,"06","2014_10_30_15_53_39"
20150722,"07","2014_10_30_16_4_28"
20150722,"08","2015_6_29_8_33_27"
20150722,"09","2014_10_30_16_31_38"
20150722,"10","2015_4_2_10_29_29"
20150722,"11","2015_4_2_10_31_39"
20150722,"12","2014_10_30_20_1_20"
20150722,"13","2014_12_31_18_53_07"
20150722,"16","2015_4_8_10_56_60"
20150723,"01","2014_10_30_11_38_24"
20150723,"02","2014_11_28_18_44_23"
20150723,"03/04","2014_12_31_11_20_30"
20150723,"05","2014_10_30_15_49_09"
20150723,"06","2014_10_30_15_53_39"
20150723,"07","2014_10_30_16_4_28"
20150723,"08","2015_6_29_8_33_27"
20150723,"09","2014_10_30_16_31_38"
20150723,"10","2015_4_2_10_29_29"
20150723,"11","2015_4_2_10_31_39"
20150723,"12","2014_10_30_20_1_20"
20150723,"13","2014_12_31_18_53_07"
20150723,"16","2015_4_8_10_56_60"
20150813,"01","2014_10_30_11_38_24"
20150813,"02","2014_11_28_18_44_23"
20150813,"03/04","2015_7_16_12_27_51"
20150813,"05","2014_10_30_15_49_09"
20150813,"06","2015_7_16_12_33_45"
20150813,"07","2014_10_30_16_4_28"
20150813,"08","2015_6_29_8_33_27"
20150813,"09","2014_10_30_16_31_38"
20150813,"10","2015_4_2_10_29_29"
20150813,"11","2015_4_2_10_31_39"
20150813,"12","2014_10_30_20_1_20"
20150813,"13","2014_12_31_18_53_07"
20150813,"16","2015_4_8_10_56_60"
20150814,"01","2014_10_30_11_38_24"
20150814,"02","2014_11_28_18_44_23"
20150814,"03/04","2015_7_16_12_27_51"
20150814,"05","2014_10_30_15_49_09"
20150328,"02","2014_11_28_18_57_28"
20150328,"03/04","2015_4_13_20_1_21"
20150328,"05","2014_10_30_15_51_10"
20150328,"06","2014_10_30_15_56_40"
20150328,"07","2014_10_30_16_7_31"
20150328,"08","2014_10_30_16_16_22"
20150328,"09","2014_10_30_16_34_39"
20150328,"10","2015_4_2_10_28_24"
20150328,"11","2014_10_30_17_5_37"
20150328,"12","2014_10_30_20_0_19"
20150328,"13","2014_12_31_18_54_08"
20150328,"16","2015_4_2_10_38_53"
20150329,"01","2014_10_30_11_40_25"
20150329,"02","2014_11_28_18_57_28"
20150329,"03/04","2015_4_13_20_1_21"
20150329,"05","2014_10_30_15_51_10"
20150329,"06","2014_10_30_15_56_40"
20150329,"07","2014_10_30_16_7_31"
20150329,"08","2014_10_30_16_16_22"
20150329,"09","2014_10_30_16_34_39"
20150329,"10","2015_4_2_10_28_24"
20150329,"11","2014_10_30_17_5_37"
20150329,"12","2014_10_30_20_0_19"
20150329,"13","2014_12_31_18_54_08"
20150329,"16","2015_4_2_10_38_53"
20150330,"01","2014_10_30_11_38_24"
20150330,"02","2014_11_28_18_44_23"
20150330,"03/04","2015_4_13_20_11_22"
20150330,"05","2014_10_30_15_49_09"
20150330,"06","2014_10_30_15_53_39"
20150330,"07","2014_10_30_16_4_28"
20150330,"08","2014_10_30_16_13_21"
20150330,"09","2014_10_30_16_31_38"
20150330,"10","2015_4_2_10_29_29"
20150330,"11","2015_4_2_10_31_39"
20150330,"12","2014_10_30_20_1_20"
20150330,"13","2014_12_31_18_53_07"
20150330,"16","2015_4_2_10_39_56"
20150331,"01","2014_10_30_11_38_24"
20150331,"02","2014_11_28_18_44_23"
