ST_NO,"FACILITY_DESCP","TYPE","TOILET_INSIDE","FACILITY_DESCP_EN"			
0242,"1号口:愚园路,2号口:愚园路,3号口:愚园路,4号口:愚园路,5号口:江苏路 武定西路,6号口:江苏路,7号口:江苏路 愚园路,8号口:江苏路","2","","Exit 1:Yuyuan Rd,Exit 2:Yuyuan Rd,Exit 3:Yuyuan Rd,Exit 4:Yuyuan Rd,Exit 5:Jiangsu Rd West Wuding Rd,Exit 6:Jiangsu Rd,Exit 7:Jiangsu Rd Yuyuan Rd,Exit 8:Jiangsu Rd"			
0242,"2号线:直升梯  地面-站厅  1号口处,2号线:直升梯  站厅-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The ground station hall  Exit 1,Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the rear of the platform"			
0243,"2号线:付费区  往广兰路方向车头,7号线:非付费区  近9号出入口","1","1","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform,Line 7:Non-paying zone  Near Exit 9"			
0243,"1号口:万航渡路,2号口:南京西路,3号口:常德路,4号口:延安中路,5号口:延安中路,6号口:常德路,7号口:常德路,8号口:常德路,9号口:常德路,10号口:常德路","2","","Exit 1:Wanhangdu Rd,Exit 2:West Nanjing Rd,Exit 3:Changde Rd,Exit 4:Middle Yanan Rd,Exit 5:Middle Yanan Rd,Exit 6:Changde Rd,Exit 7:Changde Rd,Exit 8:Changde Rd,Exit 9:Changde Rd,Exit 1:0:Changde Rd"			
0243,"2号线:直升梯  地面-站厅  5号口处,2号线:直升梯  站厅-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The ground station hall  Exit 5,Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the rear of the platform"			
0244,"2号线:付费区  往广兰路方向车头","1","1","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform"			
0244,"1号口:南京西路,2号口:南京西路 石门一路,3号口:威海路 石门一路,4号口:威海路 吴江路","2","","Exit 1:West Nanjing Rd,Exit 2:West Nanjing Rd Shimen 1st Rd,Exit 3:Weihai Rd Shimen 1st Rd,Exit 4:Weihai Rd Wujiang Rd"			
0244,"2号线:直升梯  地面-站厅  4号口处,2号线:直升梯  站厅-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The ground station hall Exit 4,Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the rear of the platform"			
0245,"1号线:付费区  往莘庄方向站台车头,2号线:付费区  往广兰路方向车尾,8号线:付费区  往沈杜公路方向车头","1","1,1,1,0","Line 1:Pay Zone  Xinzhuang direction to the front of the platform,Line 2:Pay Zone  Guanglan Rd direction to the rear of the platform,Line 8:Pay Zone  Shendu Highway Rd direction to the front of the platform"			
0245,"1号口:人民广场,2号口:人民大道,3号口:西藏中路,5号口: 南京西路,6号口:南京西路,7号口:南京西路,8号口:南京西路,9号口:南京西路,10号口:南京西路,11号口:南京西路,12号口:九江路,14号口:汉口路,15号口:福州路,16号口:西藏中路,17号口:人民公园,18号口:人民公园,19号口:南京西路,20号口:西藏中路 九江路","2","","Exit 1:People's Square,Exit 2:Renmin Avenue,Exit 3:Middle Xizang Rd,Exit 5:West Nanjing Rd,Exit 6:West Nanjing Rd,Exit 7:West Nanjing Rd,Exit 8:West Nanjing Rd,Exit 9:West Nanjing Rd,Exit 1:0:West Nanjing Rd,Exit 11:West Nanjing Rd,Exit 12:Jiujiang Rd,Exit 14:Hankou Rd,Exit 15:Fuzhou Rd,Exit 16:Middle Xizang Rd,Exit 17:People's Park,Exit 18:People's Park,Exit 19:West Nanjing Rd,Exit 20:Middle Xizang Rd Jiujiang Rd"			
0245,"2号线:直升梯  站厅-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the rear of the platform"			
0246,"1号口:山西南路 南京东路,2号口:南京东路,3号口:山东中路,4号口:南京东路,5号口:天津路河南中路,6号口:河南中路,7号口:南京东路","2","","Exit 1:South Shanxi Rd East Nanjing Rd,Exit 2:East Nanjing Rd,Exit 3:Middle Shandong Rd,Exit 4:East Nanjing Rd,Exit 5:South Tianjin Rd Middle Henan Rd,Exit 6:Middle Henan Rd,Exit 7:East Nanjing Rd"			
0246,"2号线:付费区  往广兰路方向车尾,10号线:非付费区  近6号口","1","1,0","Line 2:Pay Zone  Guanglan Rd direction to the rear of the platform,Line 10:Non-paying zone  Near Exit 6"			
0246,"2号线:直升梯  地面-站厅  2号口处,2号线:直升梯  站厅-站台  往广兰路方向站台车头","3","","Line 2:Helicopter ladder  The ground station hall  Exit 2,Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the front of the platform"			
0247,"2号线:付费区  往广兰路方向车头","1","1","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform"			
0247,"1号口:陆家嘴环路,2号口:陆家嘴环路,3号口:陆家嘴环路,4号口:银城中路,5号口:银城中路,6号口:世纪大道","2","","Exit 1:Lujiazui Ring Rd,Exit 2:Lujiazui Ring Rd,Exit 3:Lujiazui Ring Rd,Exit 4:Yincheng Middle Rd,Exit 5:Yincheng Middle Rd,Exit 6:Century Avenue"			
0247,"2号线:直升梯  地面-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The ground to the platform  Guanglan Rd direction to the rear of the platform"			
0248,"2号线:付费区  往广兰路方向车头","1","1","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform"			
0248,"1号口:浦东南路 栖霞路,2号口:崂山路,3号口:商城路,4号口:浦东南路","2","","Exit 1:South Pudong Rd Qixia Rd,Exit 2:Laoshan Rd,Exit 3:Shangcheng Rd,Exit 4:South Pudong Rd "			
0248,"2号线:直升梯  地面-站厅  1号口处,2号线:直升梯  站厅-站台  往广兰路方向站台车头","3","","Line 2:Helicopter ladder  The ground station hall  Exit 1,Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the front of the platform"			
0249,"1号口:世纪大道,6号口:世纪大道,7号口:世纪大道,12号口:东方路 福山路","2","","Exit 1:Century Avenue,Exit 6:Century Avenue,Exit 7:Century Avenue,Exit 12:Dongfang Rd Fushan Rd"			
0249,"2号线:付费区  往广兰路方向车尾,6号线:付费区  往港城路方向车头","1","1,1","Line 2:Pay Zone  Guanglan Rd direction to the rear of the platform,Line 6:Pay Zone  Gangcheng Rd direction to the front of the platform"			
0249,"2号线:直升梯  地面-站厅  7号口处,2号线:直升梯  站厅-站台  往广兰路方向站台车头","3","","Line 2:Helicopter ladder  The ground station hall  Exit 7,Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the front of the platform"			
0250,"2号线:付费区  往广兰路方向车头","1","1","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform"			
0250,"1号口:世纪大道,2号口:世纪大道,3号口:迎春路,4号口:锦绣路,5号口:锦绣路,6号口:锦绣路,7号口:世纪大道,8号口:世纪大道","2","","Exit 1:Century Avenue,Exit 2:Century Avenue,Exit 3:Yingchun Rd,Exit 4:Jinxiu Rd,Exit 5:Jinxiu Rd,Exit 6:Jinxiu Rd,Exit 7:Century Avenue,Exit 8:Century Avenue"			
0250,"2号线:直升梯  站厅-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the rear of the platform"			
0251,"2号线:付费区  往广兰路方向车头","1","1","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform"			
0251,"1号口:花木路,2号口:海桐路,3号口:牡丹路,4号口:花木路","2","","Exit 1:Huamu Rd,Exit 2:Haitong Rd,Exit 3:Mudan Rd,Exit 4:Huamu Rd"			
0251,"2号线:直升梯  地面-站厅  1号口处,2号线:直升梯  站厅-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The ground station hall  Exit 1,Line 2:Helicopter ladder  The station hall to the platform  Guanglan Rd direction to the rear of the platform"			
0252,"2号线:付费区  往广兰路方向车头,7号线:非付费区  近6号出入口","1","1,0","Line 2:Pay Zone  Guanglan Rd direction to the front of the platform,Line 7:Non-paying zone  Near Exit 6"			
0252,"1号口:龙阳路 白杨路,2号口:龙阳路 龙汇路,3号口:龙阳路 龙汇路 磁浮龙阳路站,4号口:龙阳路 白杨路 磁浮龙阳路站,5号口:白杨路 龙阳路 磁浮龙阳路站,6号口:龙阳路 龙汇路,7号口:龙阳路 白杨路,8号口:龙阳路,9号口:龙阳路 白杨路","2","","Exit 1:Longyang Rd Baiyang Rd,Exit 2:Longyang Rd Longhui Rd,Exit 3:Longyang Rd Longhui Rd Cifu Longyang Rd Station,Exit 4:Longyang Rd Baiyang Rd Maglev Longyang Rd Station,Exit 5:Baiyang Rd Longyang Rd Cifu Longyang Rd Station,Exit 6:Longyang Rd Longhui Rd,Exit 7:Longyang Rd Baiyang Rd,Exit 8:Longyang Rd,Exit 9:Longyang Rd Baiyang Rd"			
0252,"2号线:直升梯  地面-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The ground to the platform  Guanglan Rd direction to the rear of the platform"			
0253,"2号线:非付费区  近2号口","1","0","Line 2:Non-paying zone  Near Exit 2"			
0253,"1号口:科苑路,2号口:科苑路,3号口:松涛路,5号口:松涛路","2","","Exit 1:Keyuan Rd,Exit 2:Keyuan Rd,Exit 3:Songtao Rd,Exit 5:Songtao Rd"			
0253,"2号线:直升梯  地面-站厅  2号口处,2号线:直升梯  地面-站台  往广兰路方向站台车尾","3","","Line 2:Helicopter ladder  The ground station hall  Exit 2,Line 2:Helicopter ladder  The ground to the platform  Guanglan Rd direction to the rear of the platform"			
0254,"2号线:非付费区  近3号口","1","0","Line 2:Non-paying zone  Near Exit 3"			
0254,"1号口:金科路,3号口:金科路","2","","Exit 1:Jinke Rd,Exit 3:Jinke Rd"			
0254,"2号线:直升梯  地面-站厅  1号口处,2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground station hall  Exit 1,Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0255,"1号口:广兰路,2号口:广兰路,4号口:广兰路,5号口:广兰路","2","","Exit 1:Guanglan Rd,Exit 1:Guanglan Rd,Exit 4:Guanglan Rd,Exit 5:Guanglan Rd"			
0255,"2号线:直升梯  地面-站厅  4号口处,2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground station hall  Exit 4,Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0255,"2号线:非付费区  近4号口","1","0","Line 2:Non-paying zone  Near Exit 4"			
0256,"1号口:高科东路 齐爱路,2号口:高科东路","2","","Exit 1:East Gaoke RD  Qi'ai RD,Exit 2:East Gaoke RD"			
0256,"","1","",""			
0256,"2号线:直升梯  地面-站厅  1号口处,2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground station hall  Exit 1,Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0257,"2号线:非付费区  近3号口","1","0","Line 2:Non-paying zone  Near Exit 3"			
0257,"1号口:高科东路 昌兴路,3号口:创滨路 创新路,4号口:高科东路","2","","Exit 1:East Gaoke RD  Changxing RD,Exit 3  Chuangbin RD Chuangxin RD,Exit4:East Gaoke RD"			
0257,"2号线:直升梯  地面-站厅  3号口处,2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground station hall  Exit 3,Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0258,"2号线:付费区  近4号口","1","1","Line 2:Pay Zone  Near Exit 4"			
0258,"1号口:华夏东路 华东路,4号口:华夏东路 华东路,5号口:华东路","2","","Exit 1:East Huaxia RD  Huadong RD,Exit 4:East Huaxia RD  Huadong RD,Exit 5:Huadong RD"			
0258,"2号线:直升梯  地面-站厅  1号口处,2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground station hall  Exit 1,Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0259,"1号口:川沙路 川环南路,2号口:川环南路","2","","Exit 1:Chuansha RD South Chuanhuan RD,Exit 2:South Chuanhuan RD"			
0259,"2号线:非付费区  近1号口","1","0","Line 2:Non-paying zone  Near Exit 1"			
0259,"2号线:直升梯  地面-站厅  1号口处,2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground station hall  Exit 1,Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0260,",3号口:川环南路 凌空路,4号口:川环南路 凌空路,5号口:川环南路 凌空路","2","",",Exit 3:South Chuanhuan RD Lingkong RD,Exit 4:South Chuanhuan RD Lingkong RD,Exit 5:South Chuanhuan RD Lingkong RD"			
0260,"2号线:非付费区  近3号口","1","0","Line 2:Non-paying zone  Near Exit 3"			
0260,"2号线:直升梯  地面-站厅  3号口处,2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground station hall  Exit 3,Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0261,"1号口:森林路 远东大道,2号口:华洲路 远东大道","2","","Exit 1:Senglin RD Yuandong Avenue,Exit 2:Huazhou RD Yuandong Avenue"			
0261,"","1","",""			
0261,"2号线:直升梯  地面-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground to the platform  The station hall central platform"			
0262,"","1","",""			
0262,"1号口:启航东路 海天三路,2号口:启航路","2","","Exit 1:East Qihang RD Haitiansan RD,Exit 2:Qihang RD"			
0262,"2号线:直升梯  地面-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The ground to the platform  The station hall central platform"			
0263,"2号线:非付费区  南出口外50米","1","0","Outside the south exit of 50 meters"			
0263,"","2","",""			
0263,"2号线:直升梯  站厅-站台  站厅站台中部","3","","Line 2:Helicopter ladder  The station hall to the platform  The station hall central platform"			
0311,"1号线:付费区  往莘庄方向站台车尾,3号线:付费区  往江阳北路方向站台车头","1","1","Line 1:Pay Zone  Xinzhuang direction to the rear of the platform,Line 3:Pay Zone  North Jiangyang Rd direction to the front of the platform"			
0311,"1号口:石龙路 上海长途客运南站,2号口:石龙路,3号口:石龙路,4号口:沪闵路 动力北一路 上海南站 上海长途客运南站,5号口:沪闵路 动力北一路 上海南站 上海长途客运南站,6号口:柳州路 上海南站 上海长途客运南站","2","","Exit 1:Shilong Rd Shanghai Long-Distance Passenger Transport South Station,Exit 2:Shilong Rd,Exit 3:Shilong Rd,Exit 4:Shanghai South Railway Station North Square,Exit 5:Humin Rd North Dongli 1st Rd Shanghai South Railway Station Shanghai Long-Distance Passenger Transport South Station,Exit 6:Liuzhou Rd Shanghai South Railway Station Shanghai Long-Distance Passenger Transport South Station"			
0311,"3号线:直升梯  地面-站台  往江阳北路方向车尾","3","","Line 3:Helicopter ladder  The ground to the platform  North Jiangyang Rd direction to the rear of the platform"			
0312,"南广场:石龙路 东泉小区 石龙大酒店,北广场:石龙支路 新龙华编组站","2","","South Square:Shilong Rd Dongquan Unit Shilong Hotel,North Square:Shilong Branch Rd New Longhua Marshalling Yard"			
0312,"3号线:非付费区  1号出入口出","1","0","Line 3:Non-paying zone  1 entrance outside"			
0312,"","3","",""			
0313,"3号线:非付费区  1号口处","1","0,0","Line 3:Non-paying zone  Exit 1"			
0313,"1号口:龙吴路 龙兆苑 百安居 龙华寺 龙华镇,2号口:龙吴路 百安居建材商场,3号口:凯旋南路 宏润大厦,4号口:龙漕路 上海龙华水质净化厂,","2","","Exit 1:Longwu Rd Longzhao Yuan B&Q Longhua Temple Longhua Town,Exit 2:Longwu Rd B&Q,Exit 3:Kaixuan South Rd Hong Run Building,Exit 4:Longcao Rd Shanghai Longhua Water Purification Factory,"			
0313,"3号线:直升梯  地面-站台  1号口  4号口","3","","Line 3:Helicopter ladder  The ground to the platform  Exit 1  Exit 4"			
0314,"3号线:非付费区  2号口处","1","0","Line 3:Non-paying zone  Exit 2"			
0314,"1号口:凯旋南路 漕东支路 华富大厦 强生花苑,2号口:漕东支路 漕溪公园,3号口:漕东支路 上海轻纺市场,","2","","Exit 1:Kaixuan South Rd Caodong Branch Rd Hua Fu Building Qiangsheng Flower Garden,Exit 2:Caodong Branch Rd Caoxi Park,Exit 3:Caodong Branch Rd Shanghai Market of Light Textile,"			
0314,"3号线:直升梯  地面-站台  往上海南站方向站台车尾  往江洋北路方向站台车头","3","","Line 3:Helicopter ladder  The ground to the platform  Shanghai South Railway Station direction to the rear of the platform  North Jiangyang Rd direction to the front of the platform"			
0315,"1号口:宜山路 徐虹北路 凯旋路 柿子湾路,2号口:宜山路,3号口:凯旋路 上海市群众艺术馆,4号口:凯旋路,5号口:凯旋路","2","","Exit 1:Yishan Rd North Xuhong Rd Kaixuan Rd Shiziwan Rd,Exit 2:Yishan Rd,Exit 3:Kaixuan Rd Shanghai Mass Art Gallery,Exit 4:Kaixuan Rd,Exit 5:Kaixuan Rd"			
