ST_NO,"FIRST_T_TIME","LAST_T_TIME","DESTINATION","DRAWING_NO"
000247,"22032","84132","000255","2014_10_30_15_6_25"
000247,"19972","83172","000237","2015_4_17_9_10_36"
000247,"—","—","000263","2015_4_17_9_11_38"
000247,"22032","84132","000255","2015_4_17_9_11_38"
000247,"22032","84132","000255","2015_4_17_9_10_36"
000247,"—","—","000263","2014_11_28_18_44_23"
000247,"19972","83172","000237","2015_4_17_9_13_53"
000247,"19972","83172","000234","2015_4_17_9_10_36"
000247,"—","—","000263","2015_4_17_9_13_53"
000247,"19972","83172","000237","2015_4_17_9_11_38"
000247,"19972","83172","000234","2015_4_17_9_11_38"
000247,"19972","83172","000234","2014_10_30_15_6_25"
000248,"19829","83029","000237","2015_4_17_9_11_38"
000248,"19829","83029","000234","2015_4_17_9_10_36"
000248,"—","—","000263","2014_11_28_18_44_23"
000248,"22165","84265","000255","2015_4_17_9_11_38"
000248,"—","—","000263","2015_4_17_9_13_53"
000248,"19829","83029","000237","2015_4_17_9_13_53"
000248,"19829","83029","000234","2015_4_17_9_11_38"
000248,"19829","83029","000234","2014_10_30_15_6_25"
000248,"—","—","000263","2014_10_30_15_9_26"
000248,"22165","84265","000255","2015_4_17_9_10_36"
000248,"19829","83029","000234","2014_11_28_18_44_23"
000248,"19829","83029","000237","2015_4_17_9_10_36"
000248,"—","—","000263","2015_4_17_9_11_38"
000248,"22165","84265","000255","2014_11_28_18_44_23"
000248,"19829","83029","000234","2014_10_30_15_9_26"
000248,"—","—","000263","2014_10_30_15_6_25"
000248,"—","—","000263","2015_4_17_9_10_36"
000248,"22165","84265","000255","2014_10_30_15_9_26"
000248,"19829","83029","000234","2015_4_17_9_13_53"
000248,"22165","84265","000255","2015_4_17_9_13_53"
000248,"22165","84265","000255","2014_10_30_15_6_25"
000249,"19702","82902","000234","2014_10_30_15_9_26"
000249,"19702","82902","000234","2014_10_30_15_6_25"
000249,"—","—","000263","2015_4_17_9_10_36"
000249,"—","—","000263","2014_10_30_15_9_26"
000249,"22316","84416","000255","2014_11_28_18_44_23"
000249,"19702","82902","000234","2014_11_28_18_44_23"
000249,"19702","82902","000234","2015_4_17_9_13_53"
000249,"22316","84416","000255","2015_4_17_9_13_53"
000249,"22316","84416","000255","2014_10_30_15_9_26"
000249,"22316","84416","000255","2014_10_30_15_6_25"
000249,"19702","82902","000237","2015_4_17_9_10_36"
000249,"—","—","000263","2015_4_17_9_11_38"
000249,"22316","84416","000255","2015_4_17_9_11_38"
000249,"22316","84416","000255","2015_4_17_9_10_36"
000249,"—","—","000263","2014_11_28_18_44_23"
000249,"19702","82902","000237","2015_4_17_9_13_53"
000249,"19702","82902","000234","2015_4_17_9_10_36"
000249,"—","—","000263","2015_4_17_9_13_53"
000249,"19702","82902","000237","2015_4_17_9_11_38"
000249,"19702","82902","000234","2015_4_17_9_11_38"
000249,"—","—","000263","2014_10_30_15_6_25"
000250,"19521","82721","000234","2015_4_17_9_11_38"
000250,"19521","82721","000234","2014_10_30_15_6_25"
000250,"—","—","000263","2014_10_30_15_9_26"
000250,"22477","84577","000255","2015_4_17_9_10_36"
000250,"19521","82721","000237","2015_4_17_9_11_38"
000250,"19521","82721","000234","2015_4_17_9_10_36"
000250,"22477","84577","000255","2015_4_17_9_13_53"
000250,"22477","84577","000255","2014_10_30_15_6_25"
000250,"—","—","000263","2014_11_28_18_44_23"
000250,"22477","84577","000255","2015_4_17_9_11_38"
000250,"—","—","000263","2015_4_17_9_13_53"
000250,"19521","82721","000237","2015_4_17_9_13_53"
000250,"19521","82721","000234","2014_11_28_18_44_23"
000250,"19521","82721","000237","2015_4_17_9_10_36"
000250,"—","—","000263","2015_4_17_9_11_38"
000250,"22477","84577","000255","2014_11_28_18_44_23"
000250,"19521","82721","000234","2014_10_30_15_9_26"
000250,"—","—","000263","2014_10_30_15_6_25"
000250,"—","—","000263","2015_4_17_9_10_36"
000250,"22477","84577","000255","2014_10_30_15_9_26"
000250,"19521","82721","000234","2015_4_17_9_13_53"
000251,"22614","84714","000255","2014_10_30_15_6_25"
000251,"19379","82579","000234","2015_4_17_9_13_53"
000251,"19379","82579","000237","2015_4_17_9_10_36"
000251,"—","—","000263","2015_4_17_9_11_38"
000251,"22614","84714","000255","2015_4_17_9_11_38"
000251,"19379","82579","000234","2014_10_30_15_9_26"
000251,"—","—","000263","2014_10_30_15_6_25"
000251,"—","—","000263","2015_4_17_9_10_36"
000251,"19379","82579","000237","2015_4_17_9_11_38"
000251,"19379","82579","000234","2015_4_17_9_11_38"
000251,"19379","82579","000234","2014_10_30_15_6_25"
000251,"—","—","000263","2014_10_30_15_9_26"
000251,"22614","84714","000255","2014_11_28_18_44_23"
000251,"19379","82579","000234","2014_11_28_18_44_23"
000251,"22614","84714","000255","2015_4_17_9_13_53"
000251,"22614","84714","000255","2014_10_30_15_9_26"
000251,"22614","84714","000255","2015_4_17_9_10_36"
000251,"—","—","000263","2014_11_28_18_44_23"
000251,"19379","82579","000237","2015_4_17_9_13_53"
000251,"19379","82579","000234","2015_4_17_9_10_36"
000251,"—","—","000263","2015_4_17_9_13_53"
000253,"22964","85064","000255","2014_10_30_15_6_25"
000253,"20140","82240","000234","2015_4_17_9_13_53"
000253,"20140","82240","000237","2015_4_17_9_10_36"
000253,"—","—","000263","2015_4_17_9_11_38"
000253,"22964","85064","000255","2015_4_17_9_11_38"
000253,"20140","82240","000234","2014_10_30_15_9_26"
000253,"—","—","000263","2014_10_30_15_6_25"
000253,"—","—","000263","2015_4_17_9_10_36"
000253,"20140","82240","000237","2015_4_17_9_11_38"
000253,"20140","82240","000234","2015_4_17_9_11_38"
000253,"20140","82240","000234","2014_10_30_15_6_25"
000253,"—","—","000263","2014_10_30_15_9_26"
000253,"22964","85064","000255","2014_11_28_18_44_23"
000253,"20140","82240","000234","2014_11_28_18_44_23"
000253,"22964","85064","000255","2015_4_17_9_13_53"
000253,"22964","85064","000255","2014_10_30_15_9_26"
000253,"22964","85064","000255","2015_4_17_9_10_36"
000253,"—","—","000263","2014_11_28_18_44_23"
000253,"20140","82240","000237","2015_4_17_9_13_53"
000253,"20140","82240","000234","2015_4_17_9_10_36"
000253,"—","—","000263","2015_4_17_9_13_53"
000254,"19995","82095","000234","2014_10_30_15_6_25"
000254,"—","—","000263","2014_10_30_15_9_26"
000254,"23109","85209","000255","2015_4_17_9_11_38"
000254,"19995","82095","000237","2015_4_17_9_11_38"
000254,"19995","82095","000234","2014_10_30_15_9_26"
000254,"19995","82095","000234","2015_4_17_9_10_36"
000254,"23109","85209","000255","2015_4_17_9_10_36"
000254,"23109","85209","000255","2015_4_17_9_13_53"
000254,"23109","85209","000255","2014_10_30_15_6_25"
000254,"—","—","000263","2014_11_28_18_44_23"
000254,"—","—","000263","2015_4_17_9_13_53"
000254,"19995","82095","000237","2015_4_17_9_13_53"
000254,"19995","82095","000234","2015_4_17_9_11_38"
000254,"19995","82095","000234","2014_11_28_18_44_23"
000254,"19995","82095","000237","2015_4_17_9_10_36"
000254,"—","—","000263","2015_4_17_9_11_38"
000254,"23109","85209","000255","2014_11_28_18_44_23"
000254,"—","—","000263","2014_10_30_15_6_25"
000254,"—","—","000263","2015_4_17_9_10_36"
000254,"23109","85209","000255","2014_10_30_15_9_26"
000254,"19995","82095","000234","2015_4_17_9_13_53"
000255,"—","—","000255","2014_10_30_15_6_25"
000255,"19800","81900","000234","2015_4_17_9_13_53"
000255,"19800","81900","000237","2015_4_17_9_10_36"
000255,"21600","79200","000263","2015_4_17_9_11_38"
000255,"21600","79200","000263","2014_10_30_15_6_25"
000255,"21600","79200","000263","2015_4_17_9_10_36"
000255,"19800","81900","000237","2015_4_17_9_11_38"
000255,"19800","81900","000234","2014_10_30_15_6_25"
000255,"21600","79200","000263","2014_10_30_15_9_26"
000255,"—","—","000255","2014_11_28_18_44_23"
000255,"19800","81900","000234","2014_11_28_18_44_23"
000255,"—","—","000255","2015_4_17_9_11_38"
000255,"—","—","000255","2015_4_17_9_13_53"
000255,"—","—","000255","2014_10_30_15_9_26"
000255,"19800","81900","000234","2015_4_17_9_11_38"
000255,"—","—","000255","2015_4_17_9_10_36"
000255,"21600","79200","000263","2014_11_28_18_44_23"
000255,"19800","81900","000237","2015_4_17_9_13_53"
000255,"19800","81900","000234","2015_4_17_9_10_36"
000255,"19800","81900","000234","2014_10_30_15_9_26"
000255,"21600","79200","000263","2015_4_17_9_13_53"
000256,"—","—","000234","2014_10_30_15_6_25"
000256,"21899","79499","000263","2014_10_30_15_9_26"
000256,"23390","80990","000255","2015_4_17_9_11_38"
000256,"—","—","000237","2015_4_17_9_11_38"
000256,"23390","80990","000255","2014_10_30_15_6_25"
000256,"—","—","000234","2015_4_17_9_10_36"
000256,"23390","80990","000255","2015_4_17_9_10_36"
000256,"23390","80990","000255","2015_4_17_9_13_53"
000256,"—","—","000234","2015_4_17_9_11_38"
000256,"21899","79499","000263","2014_11_28_18_44_23"
000256,"21899","79499","000263","2015_4_17_9_13_53"
000256,"—","—","000237","2015_4_17_9_13_53"
000256,"—","—","000234","2014_10_30_15_9_26"
000256,"—","—","000234","2014_11_28_18_44_23"
000256,"—","—","000237","2015_4_17_9_10_36"
000256,"21899","79499","000263","2015_4_17_9_11_38"
000256,"23390","80990","000255","2014_11_28_18_44_23"
000256,"21899","79499","000263","2014_10_30_15_6_25"
000256,"21899","79499","000263","2015_4_17_9_10_36"
000256,"23390","80990","000255","2014_10_30_15_9_26"
000256,"—","—","000234","2015_4_17_9_13_53"
000257,"—","—","000234","2015_4_17_9_13_53"
000257,"—","—","000237","2015_4_17_9_10_36"
000257,"22089","79689","000263","2015_4_17_9_11_38"
000257,"—","—","000234","2015_4_17_9_11_38"
000257,"22089","79689","000263","2014_10_30_15_6_25"
000257,"22089","79689","000263","2015_4_17_9_10_36"
000257,"—","—","000237","2015_4_17_9_11_38"
000257,"—","—","000234","2014_10_30_15_6_25"
000257,"22089","79689","000263","2014_10_30_15_9_26"
000257,"—","—","000234","2014_11_28_18_44_23"
000257,"23200","80800","000255","2014_11_28_18_44_23"
000257,"23200","80800","000255","2015_4_17_9_11_38"
000257,"23200","80800","000255","2015_4_17_9_13_53"
000257,"23200","80800","000255","2014_10_30_15_9_26"
000257,"23200","80800","000255","2015_4_17_9_10_36"
000257,"22089","79689","000263","2014_11_28_18_44_23"
000257,"—","—","000237","2015_4_17_9_13_53"
000257,"23200","80800","000255","2014_10_30_15_6_25"
000257,"—","—","000234","2015_4_17_9_10_36"
000257,"—","—","000234","2014_10_30_15_9_26"
000257,"22089","79689","000263","2015_4_17_9_13_53"
000258,"—","—","000234","2014_10_30_15_6_25"
000258,"22299","79899","000263","2014_10_30_15_9_26"
000258,"22990","80590","000255","2015_4_17_9_11_38"
000258,"—","—","000237","2015_4_17_9_11_38"
000258,"22990","80590","000255","2014_10_30_15_6_25"
000258,"—","—","000234","2015_4_17_9_10_36"
000258,"22990","80590","000255","2015_4_17_9_10_36"
000258,"—","—","000234","2015_4_17_9_11_38"
000258,"22299","79899","000263","2014_11_28_18_44_23"
000258,"22299","79899","000263","2015_4_17_9_13_53"
000258,"—","—","000237","2015_4_17_9_13_53"
000258,"—","—","000234","2014_10_30_15_9_26"
000258,"22990","80590","000255","2014_11_28_18_44_23"
000258,"—","—","000237","2015_4_17_9_10_36"
000258,"22299","79899","000263","2015_4_17_9_11_38"
000258,"—","—","000234","2014_11_28_18_44_23"
000258,"22299","79899","000263","2014_10_30_15_6_25"
000258,"22299","79899","000263","2015_4_17_9_10_36"
000258,"22990","80590","000255","2014_10_30_15_9_26"
000258,"—","—","000234","2015_4_17_9_13_53"
000258,"22990","80590","000255","2015_4_17_9_13_53"
000259,"22559","80159","000263","2014_10_30_15_6_25"
000259,"—","—","000234","2015_4_17_9_13_53"
000259,"—","—","000237","2015_4_17_9_10_36"
000259,"22559","80159","000263","2015_4_17_9_11_38"
000259,"—","—","000234","2015_4_17_9_11_38"
000259,"22559","80159","000263","2015_4_17_9_10_36"
000259,"—","—","000234","2014_10_30_15_6_25"
000259,"22559","80159","000263","2014_10_30_15_9_26"
000259,"22735","80335","000255","2014_11_28_18_44_23"
000259,"—","—","000234","2014_11_28_18_44_23"
000259,"22735","80335","000255","2015_4_17_9_11_38"
000259,"—","—","000237","2015_4_17_9_11_38"
000259,"22735","80335","000255","2015_4_17_9_13_53"
000259,"22735","80335","000255","2014_10_30_15_9_26"
000259,"22735","80335","000255","2015_4_17_9_10_36"
000259,"22559","80159","000263","2014_11_28_18_44_23"
000259,"—","—","000237","2015_4_17_9_13_53"
000259,"22735","80335","000255","2014_10_30_15_6_25"
000259,"—","—","000234","2015_4_17_9_10_36"
000259,"—","—","000234","2014_10_30_15_9_26"
000259,"22559","80159","000263","2015_4_17_9_13_53"
000260,"22789","80389","000263","2015_4_17_9_13_53"
000260,"22500","80100","000255","2014_11_28_18_44_23"
000260,"—","—","000237","2015_4_17_9_13_53"
000260,"22789","80389","000263","2014_10_30_15_6_25"
000260,"—","—","000234","2014_11_28_18_44_23"
000260,"—","—","000234","2014_10_30_15_9_26"
000260,"—","—","000234","2015_4_17_9_11_38"
000260,"—","—","000237","2015_4_17_9_10_36"
000260,"22500","80100","000255","2015_4_17_9_13_53"
000260,"22500","80100","000255","2014_10_30_15_6_25"
000260,"—","—","000237","2015_4_17_9_11_38"
000260,"22500","80100","000255","2015_4_17_9_11_38"
000260,"—","—","000234","2015_4_17_9_10_36"
000260,"22789","80389","000263","2015_4_17_9_10_36"
000260,"22789","80389","000263","2015_4_17_9_11_38"
000260,"22500","80100","000255","2014_10_30_15_9_26"
000260,"22789","80389","000263","2014_10_30_15_9_26"
000260,"22500","80100","000255","2015_4_17_9_10_36"
000260,"—","—","000234","2015_4_17_9_13_53"
000260,"—","—","000234","2014_10_30_15_6_25"
000260,"22789","80389","000263","2014_11_28_18_44_23"
000262,"21014","81074","000263","2014_10_30_15_6_25"
000262,"—","—","000234","2015_4_17_9_11_38"
000262,"21815","79415","000255","2015_4_17_9_13_53"
000262,"—","—","000234","2015_4_17_9_13_53"
000262,"21815","79415","000255","2014_10_30_15_9_26"
000262,"23474","81074","000263","2015_4_17_9_10_36"
000262,"—","—","000234","2014_11_28_18_44_23"
000262,"21815","79415","000255","2014_11_28_18_44_23"
000262,"21014","81074","000263","2015_4_17_9_11_38"
000262,"—","—","000237","2015_4_17_9_10_36"
000262,"21815","79415","000255","2015_4_17_9_10_36"
000262,"—","—","000234","2015_4_17_9_10_36"
000262,"21815","79415","000255","2014_10_30_15_6_25"
000262,"—","—","000237","2015_4_17_9_11_38"
000262,"21815","79415","000255","2015_4_17_9_11_38"
000262,"23474","81074","000263","2014_10_30_15_9_26"
000262,"—","—","000234","2014_10_30_15_6_25"
000262,"23474","81074","000263","2014_11_28_18_44_23"
000262,"—","—","000234","2014_10_30_15_9_26"
000262,"—","—","000237","2015_4_17_9_13_53"
000262,"23474","81074","000263","2015_4_17_9_13_53"
000263,"—","—","000234","2015_4_17_9_11_38"
000263,"—","—","000263","2014_11_28_18_44_23"
000263,"—","—","000263","2014_10_30_15_6_25"
000263,"21600","79200","000255","2015_4_17_9_10_36"
000263,"—","—","000234","2014_10_30_15_9_26"
000263,"21600","79200","000255","2014_10_30_15_9_26"
000263,"—","—","000234","2015_4_17_9_13_53"
000263,"—","—","000237","2015_4_17_9_10_36"
000263,"—","—","000263","2015_4_17_9_11_38"
000263,"21600","79200","000255","2014_10_30_15_6_25"
000263,"—","—","000234","2014_10_30_15_6_25"
000263,"—","—","000263","2015_4_17_9_10_36"
000263,"—","—","000263","2014_10_30_15_9_26"
000263,"—","—","000234","2015_4_17_9_10_36"
000263,"21600","79200","000255","2015_4_17_9_13_53"
000263,"21600","79200","000255","2014_11_28_18_44_23"
000263,"—","—","000237","2015_4_17_9_13_53"
000263,"—","—","000237","2015_4_17_9_11_38"
000263,"21600","79200","000255","2015_4_17_9_11_38"
000263,"—","—","000234","2014_11_28_18_44_23"
000263,"—","—","000263","2015_4_17_9_13_53"
000311,"—","—","000311","2014_12_31_11_20_30"
000311,"—","—","040402","2014_12_31_11_48_05"
000311,"19500","81000","030339","2014_12_31_11_48_05"
000311,"19500","81000","030339","2014_12_31_11_50_06"
000311,"—","—","000311","2014_12_31_11_50_06"
000311,"—","—","000402","2014_12_31_11_20_30"
000311,"—","—","040402","2014_12_31_11_20_30"
000311,"19500","81000","030339","2014_12_31_11_20_30"
000311,"—","—","040402","2015_4_13_19_47_20"
000311,"—","—","000311","2014_12_31_11_48_05"
000311,"—","—","040402","2014_12_31_18_27_06"
000311,"—","—","030339","2015_2_17_14_32_15"
000311,"—","—","000311","2015_2_17_14_32_15"
000311,"—","—","000311","2015_4_13_19_47_20"
000311,"—","—","000402","2014_12_31_11_50_06"
000311,"—","—","040402","2014_12_31_11_50_06"
000311,"22228","81000","000402","2015_2_17_14_32_15"
000311,"—","—","040402","2014_12_31_18_25_05"
000311,"19500","81000","030339","2014_12_31_18_25_05"
000311,"—","—","000311","2014_12_31_18_25_05"
000311,"—","—","000311","2015_4_13_20_11_22"
000311,"—","—","000402","2014_12_31_18_27_06"
000311,"19500","81000","030339","2014_12_31_18_27_06"
000311,"—","—","000311","2014_12_31_18_27_06"
000311,"—","—","030339","2015_2_17_14_30_13"
000311,"—","—","000311","2015_2_17_14_30_13"
000311,"22200","81000","000402","2015_4_13_19_47_20"
000311,"—","—","040402","2015_2_17_14_32_15"
000311,"—","—","000402","2014_12_31_18_25_05"
000311,"—","—","000402","2014_12_31_11_48_05"
000311,"—","—","000402","2014_12_31_11_52_07"
000311,"—","—","040402","2014_12_31_11_52_07"
000311,"19500","81000","030339","2014_12_31_11_52_07"
000311,"—","—","000311","2014_12_31_11_52_07"
000311,"—","—","030339","2014_12_31_11_28_12"
000311,"—","—","000311","2014_12_31_11_28_12"
000311,"—","—","000402","2014_12_31_11_28_12"
000311,"22200","81000","000402","2015_2_17_14_30_13"
000311,"—","—","040402","2015_2_17_14_30_13"
